,age,bmi,elective_surgery,height,pre_icu_los_days,weight,apache_2_diagnosis,apache_3j_diagnosis,apache_post_operative,arf_apache,gcs_eyes_apache,gcs_motor_apache,gcs_unable_apache,gcs_verbal_apache,heart_rate_apache,intubated_apache,map_apache,resprate_apache,temp_apache,ventilated_apache,d1_diasbp_max,d1_diasbp_min,d1_diasbp_noninvasive_max,d1_diasbp_noninvasive_min,d1_heartrate_max,d1_heartrate_min,d1_mbp_max,d1_mbp_min,d1_mbp_noninvasive_max,d1_mbp_noninvasive_min,d1_resprate_max,d1_resprate_min,d1_spo2_max,d1_spo2_min,d1_sysbp_max,d1_sysbp_min,d1_sysbp_noninvasive_max,d1_sysbp_noninvasive_min,d1_temp_max,d1_temp_min,h1_diasbp_max,h1_diasbp_min,h1_diasbp_noninvasive_max,h1_diasbp_noninvasive_min,h1_heartrate_max,h1_heartrate_min,h1_mbp_max,h1_mbp_min,h1_mbp_noninvasive_max,h1_mbp_noninvasive_min,h1_resprate_max,h1_resprate_min,h1_spo2_max,h1_spo2_min,h1_sysbp_max,h1_sysbp_min,h1_sysbp_noninvasive_max,h1_sysbp_noninvasive_min,d1_glucose_max,d1_glucose_min,d1_potassium_max,d1_potassium_min,apache_4a_hospital_death_prob,apache_4a_icu_death_prob,aids,cirrhosis,diabetes_mellitus,hepatic_failure,immunosuppression,leukemia,lymphoma,solid_tumor_with_metastasis,hospital_death,icu_admit_source_0,icu_admit_source_Accident&Emergency,icu_admit_source_Floor,icu_admit_source_OperatingRoom_Recovery,icu_admit_source_OtherHospital,icu_admit_source_OtherICU,ethnicity_0,ethnicity_AfricanAmerican,ethnicity_Asian,ethnicity_Caucasian,ethnicity_Hispanic,ethnicity_NativeAmerican,ethnicity_Other_Unknown,gender_0,gender_F,gender_M,icu_type_CCU-CTICU,icu_type_CSICU,icu_type_CTICU,icu_type_CardiacICU,icu_type_MICU,icu_type_Med-SurgICU,icu_type_NeuroICU,icu_type_SICU,apache_3j_bodysystem_0,apache_3j_bodysystem_Cardiovascular,apache_3j_bodysystem_Gastrointestinal,apache_3j_bodysystem_Genitourinary,apache_3j_bodysystem_Gynecological,apache_3j_bodysystem_Hematological,apache_3j_bodysystem_Metabolic,apache_3j_bodysystem_Musculoskeletal_Skin,apache_3j_bodysystem_Neurological,apache_3j_bodysystem_Respiratory,apache_3j_bodysystem_Sepsis,apache_3j_bodysystem_Trauma,apache_2_bodysystem_0,apache_2_bodysystem_Cardiovascular,apache_2_bodysystem_Gastrointestinal,apache_2_bodysystem_Haematologic,apache_2_bodysystem_Metabolic,apache_2_bodysystem_Neurologic,apache_2_bodysystem_Renal_Genitourinary,apache_2_bodysystem_Respiratory,apache_2_bodysystem_Trauma,apache_2_bodysystem_UndefinedDiagnoses,apache_2_bodysystem_Undefineddiagnoses,icu_stay_type_admit,icu_stay_type_readmit,icu_stay_type_transfer
d1_sysbp_max,0.06870612558371167,0.06062285957554458,-0.0909503273435505,0.017299471707917617,-0.03954407244973578,0.05904052244058312,0.0223525719090243,-0.09036416394875076,-0.09256791804791815,0.05186804845753573,-0.005705819634287852,-0.00029073027448107486,0.0026024974820119417,-0.00957623038601246,-0.011183970504040996,-0.02495996428698073,0.46480795855103973,0.059373479477186464,0.02002186958978594,-0.010731829712450906,0.6219111436651702,0.17280769172639604,0.5662444490885497,0.1595770538907853,0.05675366585861791,-0.10180205579224987,0.745927022279587,0.26946023579479067,0.653737749159789,0.2483019977180798,0.12354722025099447,-0.040269155264363074,0.1471984367339762,0.03581634543258379,1.0,0.3690210765247412,0.8657286652184256,0.33109386729915924,0.023727326846757824,0.021183075848031127,0.38136864113079244,0.2792251187448425,0.3634029838447849,0.2766871479402251,0.012050341529459628,-0.032872724251846,0.40802453662343896,0.32971498009617034,0.38628692481392973,0.3187539925758449,0.09181424938241214,0.025020856792782882,0.06547387015332629,0.055943041593354566,0.5418507471514559,0.43039952036926415,0.4954644442914159,0.40349061286872845,0.06518768903439112,0.06869379122289097,0.009129786444072438,0.016947569428343058,0.05564216764354143,0.05013559814740365,-0.0007842818804077114,-0.02516397540904691,0.07257518645376797,-0.02942257481254484,-0.019956355136943518,-0.014056347115795837,-0.011384516328807283,-0.022676759636366794,-0.030315450106749374,-0.00942541406462826,0.06460471083632922,0.006204938164283303,-0.0918546746142869,0.019372622223158237,0.0017341356232043437,-0.038354058222353084,0.08131954647462021,-0.0019642377713999975,-0.02978058101997635,-0.0027957571695827466,0.00012033600322954988,-0.03218111076324929,-0.006121748239226138,0.010224324080846585,-0.010021134523162287,-0.02705500565311842,-0.029005266985328095,-0.048075011983822365,0.002976404385327647,0.006906947641202632,-0.01475093612186132,0.10123273724146721,0.000626929593568574,-0.024757039957859876,-0.02171955531245413,-0.012774093607552921,-0.004133947133346687,-0.006284960348121062,-0.012893319687583745,-0.008212558386927056,-0.019104078945854176,0.15114341468994236,0.014344842836540382,-0.10753028350957097,0.020712717391005026,-0.024757039957859876,-0.05962367488232394,-0.012774093607552921,-0.012893319687583745,-0.008212558386927056,0.15114341468994236,-0.005329666282153248,0.014344842836540382,0.020712717391005026,-0.012320049949340935,-0.09157437458820869,0.00364086045697136,-0.0062475933029783,-0.001678294743146852
d1_sysbp_min,-0.03450767461984845,0.0419319360495415,0.03064253732977449,0.023913012302032167,-0.04746637403914193,0.05937421515868714,0.09694582791209841,0.019319378025594153,0.023154784852963496,-0.015249011760433829,0.16138484180562473,0.1517228032887516,-0.031197112524942942,0.17416709298740332,-0.11884327311488442,-0.16585533534514268,0.3573088078219883,0.017981931092012245,0.0377308115019223,-0.20266975338531715,0.11337206658722092,0.6768326690526355,0.11275038816905089,0.6411918318816366,-0.21509531476021265,0.053624530219178755,0.24496532397148013,0.7897804880553002,0.2068028466926999,0.7062016756151853,-0.11637207594068794,0.1596500931636074,0.0635447810510177,0.24486892382953782,0.3690210765247412,1.0,0.3349009755359676,0.9153368928272764,0.029409182167267362,0.06022220810160351,0.18284581455239718,0.35960995337660484,0.14203412779127314,0.29629389496579217,-0.12551174702572512,-0.0704166501514712,0.24979126144598726,0.39341069030732684,0.18580764846831774,0.30880679463225275,-0.0691578391423646,0.008868059753870235,0.018618051328217023,0.055862406113197524,0.3272090643433543,0.47917595279515157,0.25188797104061555,0.38341560516804024,-0.04559695178348448,0.0187081531305964,-0.13246440819956595,-0.09053540579841478,-0.1604305593509201,-0.14056894630148684,0.0021509114823893534,-0.040643920135005826,0.0247642744114819,-0.044057468778731776,-0.031950693594752194,-0.02053653430444231,-0.0157526424738792,-0.02052755206358702,-0.2089840388578401,-0.0019081716895529308,0.034916009227562016,-0.07551983911992938,0.025708329933704543,0.008652500005643498,-0.00474980754345291,0.02233238376096648,0.0670013224308666,-0.00015191769891053644,-0.06565030674979658,-0.012550357747735254,-0.009802635990540648,0.03671636356269321,-0.0028521510320280684,-0.039410450055329546,0.0395032013232946,-0.019294929168827947,-0.023656852251790973,-0.007564486769206392,-0.005091519823179413,-0.020524393486131175,-0.0031201682612963123,0.058633403330286465,0.017402315471603338,-0.0037908215218406343,0.013757853352473075,-0.015037046033288152,-0.00697889850532268,0.014889937709687232,0.0007215478005789611,0.047232757742072556,-0.009285340000593091,0.13636009525549633,-0.014501393601976786,-0.1835128916555059,0.034749997064517354,-0.0037908215218406343,-0.099363119341226,-0.015037046033288152,0.0007215478005789611,0.047232757742072556,0.13636009525549633,-0.0015368606353605464,-0.014501393601976786,0.034749997064517354,0.0017868679524201143,-0.034555240130505815,0.06419043736461334,-0.006970234560445325,-0.06509292283180215
d1_sysbp_noninvasive_max,0.0515698854588231,0.04839083820152796,-0.15697140401996368,0.012240955568760937,-0.05506692593300639,0.04560052808377924,-0.006002307226074496,-0.13376524675490797,-0.15878911319040545,0.044061231907025405,0.012613107706499337,0.018866008637948132,-0.0005727638814813541,0.010023850492929845,-0.0054167567625940565,-0.06683228394705082,0.421959636888481,0.0660056015844819,0.015925810950019294,-0.051514992695104574,0.575729468885558,0.17283109634565758,0.6943887936087648,0.30648010992332747,0.052468201576192974,-0.09145092852110773,0.6525704267565254,0.24990999517975715,0.7775354431213456,0.38784539118837197,0.1135669295718539,-0.012698383208140615,0.12786552049191158,0.03359550836380895,0.8657286652184256,0.3349009755359676,1.0,0.491499947891039,0.014609620966137746,0.016004773289430906,0.3617669480226134,0.2733574005645133,0.4471471675693999,0.36699006036566456,0.02467496235281306,-0.016206327924116505,0.3682265315236475,0.31038295321644666,0.4602636707602845,0.39732938788153693,0.11001403395267209,0.05062603678381014,0.06792252464864433,0.058826925519642144,0.48382464428975214,0.39585827361178283,0.5717570921518702,0.4858598378738566,0.048944596997677794,0.06628922602803267,-0.012181630788518312,0.0061244529312194426,0.059880002218230144,0.04997248039547312,0.0007738262736288754,-0.018902871319217845,0.05709218675740128,-0.024405175913266217,-0.013555529381487696,-0.011271249698628503,-0.009074985054774288,-0.015549993285649577,-0.026386340235691107,-0.006421981457699848,0.10703706664918035,0.021235982110794124,-0.1561635260126257,0.017028209799140912,-0.0018004143663172662,-0.03678026098422451,0.0718248569941325,-0.0012183822243569471,-0.028380441436302434,0.001396792689578365,0.0010327693018169987,-0.026940877303245514,-0.004871309194208461,0.016858559712270287,-0.016696495734325724,-0.03379711950436905,-0.05836246716512585,-0.13687905163270916,0.009122292308971549,0.018212048736161654,0.025870055984889347,0.09998762700211912,0.00931506549262646,-0.02584343831874023,-0.07081523200484599,-0.0017723575364631643,0.0013777727676364112,-0.004192667808817014,-0.007876187539656743,0.0074793772942795935,-0.014038841829245674,0.14854350131955305,0.026674375274199965,-0.07873760784042481,0.02456604926144555,-0.02584343831874023,-0.06765910213983188,-0.0017723575364631643,-0.007876187539656743,0.0074793772942795935,0.14854350131955305,0.0004293995365913621,0.026674375274199965,0.02456604926144555,-0.008675002863093058,-0.13727036220876387,-0.0035125393107407186,-0.012996433612493788,0.008165235465724842
d1_sysbp_noninvasive_min,-0.03792223760828332,0.03474849701181891,-0.028560232161247343,0.020364972854439122,-0.058376608732517106,0.0498656856985218,0.07078098322537962,-0.022243222496113005,-0.03556783171850295,-0.014923325352751938,0.1588414827788682,0.15164777655087971,-0.030484730800163888,0.17057823127098767,-0.10438295866587168,-0.18238556234200226,0.33566127049814526,0.02672694987833523,0.033213902048852294,-0.21478781636875607,0.1266252012179664,0.6310110538796576,0.25482637667891866,0.7211363294734072,-0.19303744214145607,0.04610553271406904,0.22393969979799383,0.7286821768698272,0.34565857988782095,0.7831855938271852,-0.10090040619579564,0.1608088883052593,0.058089587448822984,0.2241344274009744,0.33109386729915924,0.9153368928272764,0.491499947891039,1.0,0.022546035148840203,0.052989283960822656,0.18741182516142563,0.3494597863830516,0.22607647872691802,0.3650636138583134,-0.10343626451236715,-0.0543359961464904,0.23557072419531058,0.374294801109816,0.26069361961864507,0.371282965289513,-0.0413130718227126,0.028802417191523846,0.024826991671151204,0.058257197607571226,0.30514788859356085,0.45029985528880406,0.3329379060350984,0.45018235929186595,-0.04705315051286689,0.02135860221940443,-0.13454848914013207,-0.08898385440898994,-0.13744621328698178,-0.1230356350182032,0.0030487182633520604,-0.0346426884709129,0.017489664783035406,-0.03923683249124254,-0.026646965636646928,-0.017703688777976838,-0.014176532499119451,-0.015520047971216647,-0.18999251315108834,0.00041295881494475653,0.06910179044379583,-0.058327253945923405,-0.0315040330179751,0.008152224348034823,-0.007074848102666053,0.016413798887245843,0.060802671186063584,0.0008691016033582664,-0.06071628079587847,-0.008766059224963174,-0.008213637539903076,0.03451174423249564,-0.002117772865177814,-0.0307723997794824,0.030841203785619574,-0.021794475022219956,-0.046333240198292304,-0.07832044828204003,-0.0003696362248158297,-0.009610663376454914,0.02530326974685868,0.06117018720934163,0.02245447045870467,-0.006081004341628305,-0.025634796104110215,-0.0063527031244265085,-0.0030272562572174803,0.01417388804840917,0.0032102932476230834,0.054110791795718954,-0.006749044551706466,0.13631194338065752,-0.0025623092381863483,-0.15682099835035057,0.03662958874391947,-0.006081004341628305,-0.10391843484515015,-0.0063527031244265085,0.0032102932476230834,0.054110791795718954,0.13631194338065752,0.0018903136775651696,-0.0025623092381863483,0.03662958874391947,0.0031204587298790183,-0.07035112723645781,0.05364305473195271,-0.012041412209991165,-0.05225815994622246
d1_temp_max,0.008525214285404852,0.015954311032295488,0.04963933470011077,0.03525572417124428,-0.0029367134356150797,0.01587934458055738,0.012395557857884142,0.05639344673021917,0.05366083349813387,-0.017974215709737996,-0.027385498576725502,-0.0058717130593327165,-0.015400080475784481,-0.04331259186281821,0.05069253676881029,0.046428005175478126,0.009973615330279973,-0.039657399851419105,0.7327561605540995,0.04757835893606052,0.025809895309209043,0.007404646693859817,0.01950184799185114,0.003603821703722501,0.0444619880813098,0.0612940470786827,0.009804680106068412,0.003464533467125907,-0.000460033131799842,-0.003304249620159508,-0.07576690286925217,0.06578028839534146,0.12469138363180106,0.09864640189810288,0.023727326846757824,0.029409182167267362,0.014609620966137746,0.022546035148840203,1.0,0.9888873197361185,0.08353626504567546,0.07297401191767555,0.05465733376603897,0.0471455243271633,0.08111093385641531,0.08690440229549745,0.06730754598888762,0.060936580258974186,0.033595363981061534,0.031425105270604284,0.01514478713529617,0.05543711455788577,0.09958367571504433,0.10183994845406703,0.09258229783898674,0.08085418015912081,0.05582859224338682,0.049463174528350334,0.048639432092539646,-0.0032946227724598505,0.04592074264829092,0.037322961615130476,0.04978774168059523,0.05929885565329073,0.003709528186029029,0.00023578950031562384,-0.009034138922024407,0.0020218277983116303,0.00905486168903612,-4.338030863664417e-05,-0.011126125858950724,0.0013735508921023573,-0.028103292202068027,-0.010883883135038533,-0.03206114723055357,-0.01975580479195,0.050163237832481326,0.018427436117509063,0.004615408625223916,-0.025765544763537363,-0.03313299312222161,-0.058384484427090315,0.052514939555173265,0.0024781006240963428,0.009329197900704547,-0.01746069652412582,-0.015684481163726362,-0.0028825831115180532,0.0034019123819579995,-0.023577284901098512,0.03602773567060656,0.03365503026637544,0.021248889646713055,0.03951033400030372,-0.09048260260509143,0.04356076072803138,0.038175747021219134,-0.03219687692239218,-0.014284235319188885,-0.0020270999136542582,-0.01608912427809253,-0.005614948276984661,-0.0059148548474842084,-0.019417853177076796,-0.00559464599464671,0.016628339794541577,-0.0027075280020178788,0.03084701360676327,0.02929530834954084,-0.03219687692239218,-0.006895285045996363,-0.0020270999136542582,-0.0059148548474842084,-0.019417853177076796,0.016628339794541577,-0.015786724779623465,-0.0027075280020178788,0.02929530834954084,0.0035551484930701994,0.02994222561227581,-0.03306792049485507,0.0035886367387669704,0.033533562613881365
d1_temp_min,0.006953055754081582,0.01643792194269584,0.03648350263633245,0.03189610747352934,-0.007693921103144481,0.01569001518419594,0.015652081591670704,0.04122362584536376,0.03718771365906533,-0.019148176844678483,0.014088420867460223,0.03527326435266976,-0.02851290919697571,-0.00020468654023530317,0.031617067092427356,0.0053927033657803726,0.013512817763344075,-0.043647346581680985,0.7358516339307339,-0.0006276618961247612,0.022805215029507844,0.03285632593592278,0.019214208427195085,0.02942820099326949,0.013832122560804783,0.06052968844523403,0.00835820936266223,0.032082194055308905,0.002371469406080376,0.02549508247628874,-0.09380332838672484,0.07902003998298571,0.11811372256037071,0.11397270928663684,0.021183075848031127,0.06022220810160351,0.016004773289430906,0.052989283960822656,0.9888873197361185,1.0,0.08318859981839827,0.085854762946456,0.06136009021491326,0.06444260033359614,0.06432892712275502,0.07576625096403711,0.0683201864918039,0.07359013015147219,0.04314381153721993,0.049377342705506526,0.005246680290561126,0.05352122649336025,0.0962371702174133,0.10169390605205238,0.09344282135022126,0.09478939292804009,0.0651571145337381,0.06833321756544362,0.03017100457836921,-0.006317943979003352,0.022580851908882375,0.02554768015477986,0.018085083811637134,0.02633279313607301,0.0019713754063356804,-0.001362136109136632,-0.009295511879947059,-0.00014128392533759105,0.00717072899067317,-0.0025429509519837813,-0.01152271315839338,0.0019675900484456372,-0.054783996430464,-0.009158457570120506,-0.021038582806021302,-0.01767573430479754,0.03426722467663817,0.01956168051904189,0.0042226020428963095,-0.020475224225933352,-0.032188507966599736,-0.059281093472358985,0.04952032326475542,0.0027611237253037995,0.008405356453017262,-0.015345811283705262,-0.01542859475940507,0.00013242847937233943,0.0003785568420708306,-0.019023231806718954,0.030153779316831504,0.025904378199674245,0.02599490735232276,0.034881016381607,-0.08468578140801156,0.044984427849019425,0.03211694658158333,-0.0304264669624757,-0.01626384116411138,0.001409563104999636,-0.013617307033217303,-0.004407371513897771,-0.005530584851794246,-0.011187756627343655,-0.0060391178227102394,0.02213060775105134,0.00028609779823344394,0.015948822674302556,0.024794027443743916,-0.0304264669624757,-0.012834887260065412,0.001409563104999636,-0.005530584851794246,-0.011187756627343655,0.02213060775105134,-0.012985170122401404,0.00028609779823344394,0.024794027443743916,0.003748737426986848,0.014628166108199631,-0.028020247584198733,0.002999490411855474,0.028429042292399922
h1_diasbp_max,-0.06300017756596915,0.022537457974058123,-0.09345587718600061,0.04793556957462237,-0.04901012079177277,0.04126946562129011,-0.01249941881875824,-0.08180721735327764,-0.0942252594290167,-0.00899921735915292,-0.0069623125956903755,-0.0012465100517664042,-0.0026414492136651252,-0.009858485067764383,0.08873331240845651,-0.009256837084692271,0.312776808839869,0.03393434194467599,0.07550138945862536,-0.004517837145092763,0.49082745871964295,0.26667693015513705,0.4689133883010081,0.2648075792225484,0.11767115439823389,0.01712342753260106,0.4533534168998244,0.23506088238248662,0.42400905004406114,0.23480304065624055,0.044752632646928296,0.006218278568128916,0.09410647778634465,0.0457857087179237,0.38136864113079244,0.18284581455239718,0.3617669480226134,0.18741182516142563,0.08353626504567546,0.08318859981839827,1.0,0.771831102895984,0.8640452063926167,0.6851739552359059,0.4034490739214961,0.34350950509600486,0.82463226104807,0.6758399689300234,0.7190860685792304,0.5990978943301799,0.2902404523305818,0.20690531662650757,0.4471967972346079,0.41807441680992585,0.7946726610740598,0.6622232190834678,0.6913287549547299,0.5888171717756547,-0.01185228090822765,0.012349549738639703,-0.035650127533302316,-0.024457053470651604,0.03987721053404949,0.0415937280645374,0.010797658397237552,-0.011703139873237003,-0.030940729457165365,-0.019190908213651787,-0.006576019867956786,-0.010896481307581956,-0.007941787101678737,-0.003948278002494625,-0.02060973001798837,-0.007406728652861426,0.08365149895034461,-0.022229259387887623,-0.08698393508921116,0.02147159205247023,-0.009157793116609081,-0.035585687947088225,0.06760777766113275,-0.006804489104617663,-0.02885518531632511,-0.014722606288870503,0.00912319482709102,-0.006194757851315757,0.0034787499115312612,-0.0458831328872826,0.04576593036722904,-0.0034291839291479284,-0.010625211520840517,-0.05945747659479373,-0.006182951776582394,0.007035836972990745,-0.008456080113681411,0.07417321474503488,-0.0065732981026031785,-0.02879695338015721,-0.01711852118591206,-0.042529556240535775,-0.01079753180347073,0.008263086989276136,-0.0236044633783664,0.03710751626547259,-0.01663311634479583,0.09957674761628375,0.019255915362985626,-0.0861833402129303,0.04093503597866737,-0.02879695338015721,-0.04483572104531434,-0.042529556240535775,-0.0236044633783664,0.03710751626547259,0.09957674761628375,-0.006612025562294448,0.019255915362985626,0.04093503597866737,-0.010224618643873976,-0.08061639892263407,0.021061502628941107,-0.03201723872550615,-0.01112745601048104
h1_diasbp_min,-0.09174906409065454,0.008668644402085214,-0.07014976246168136,0.058236709529943705,-0.04974958800215096,0.035960448849121834,0.01681729540408432,-0.06429027581638018,-0.07365319490315485,-0.023552387189318107,0.07120085015017653,0.06662310386914476,-0.016523331578659983,0.07574217822667913,0.05283782937106935,-0.07542382619531533,0.30419332611202393,0.045263738383286005,0.07060951415965318,-0.09037213048459068,0.3084720809091708,0.4781166405779994,0.30190814297597995,0.4640636626283395,0.019733061668349337,0.07029527122363909,0.3265047532938542,0.4308542041908215,0.31115360163473316,0.4093321903947037,-0.024269361094653764,0.08382759981534514,0.07321588671548354,0.13425345705084607,0.2792251187448425,0.35960995337660484,0.2733574005645133,0.3494597863830516,0.07297401191767555,0.085854762946456,0.771831102895984,1.0,0.6822373008216608,0.8732057263236532,0.3066597705754138,0.34963633049318876,0.6850384632320262,0.833445252486452,0.6020059623443139,0.7246147497840094,0.18680546748505664,0.2555185828924992,0.41489830251978,0.4267632981489565,0.6821691258242668,0.806507851628953,0.6054460369002199,0.7095012908576713,-0.040137954690529526,0.0034410276694173854,-0.0711839789854208,-0.04662948975178951,-0.044663868900036055,-0.03277336003566465,0.012999970444492082,-0.028219232317442448,-0.04712913499898101,-0.030993077310132594,-0.0092385273635808,-0.015869933587249734,-0.009075905408386651,-0.000802936169268163,-0.09385136704014063,-0.005992541920881565,0.07683767606394563,-0.041144923053365645,-0.06532825757331329,0.02878399283824912,-0.003687032520622087,-0.02261923611237788,0.0877569969877809,0.0001480198623369414,-0.07195590020204802,0.0021735913839554147,-9.687529021042569e-05,0.027107010246691696,-0.00039176539899973497,-0.07771572944189667,0.07772533402164457,0.004545227883449463,-0.03478733221617164,-0.047901169344049185,-0.0027260902718350944,0.011234652935038787,-0.012402766313744469,0.05283804360615496,0.022459213012293013,-0.0201121780361233,-0.005563212925189152,-0.03952388920183219,-0.010067005035925706,0.011176407167368074,-0.022176627229829618,0.06234733383407741,-0.015536794646130296,0.10066297833101441,0.015930136738589194,-0.12098275586283257,0.027911773861705024,-0.0201121780361233,-0.060823344862768254,-0.03952388920183219,-0.022176627229829618,0.06234733383407741,0.10066297833101441,-0.0049051149578072835,0.015930136738589194,0.027911773861705024,-0.0017904923095473856,-0.07404278049844572,0.025699948837339417,-0.026339326046026557,-0.017958197564644236
h1_diasbp_noninvasive_max,-0.07145446048573525,0.013145815058370583,-0.23555083012658193,0.027855395771107582,-0.07197790694393336,0.02523487308398672,-0.06741650487886286,-0.18616038009832117,-0.24014078725880275,-0.0035905062932218325,0.016966256672580546,0.023945948608643762,-0.011212605719504276,0.021432649741259815,0.08755502268079549,-0.07622921758274152,0.27300664698219035,0.05633725609143041,0.05574654746826866,-0.07550632894458394,0.48704252965464767,0.2174333016466038,0.5356723170115627,0.2783917997156606,0.11039413357122227,0.018298274807563124,0.42915904861259063,0.19147344325866927,0.50326219270753,0.2710976258248842,0.04482114688088395,0.04690626769016794,0.07199378162165097,0.03823938511339635,0.3634029838447849,0.14203412779127314,0.4471471675693999,0.22607647872691802,0.05465733376603897,0.06136009021491326,0.8640452063926167,0.6822373008216608,1.0,0.8331784036003166,0.35192752357505985,0.3016940083451509,0.6870943575483319,0.5840559555135436,0.8562024623298046,0.7462329635206391,0.283953227859073,0.21861680853577764,0.3658044460742444,0.3399832649342877,0.653237767297133,0.565236573846274,0.8615340063636822,0.7641524350528223,-0.02126200854184797,0.01886890462292781,-0.06590149216041953,-0.03822351520387094,0.05299599428163876,0.044070223633649555,0.0110025275484173,-0.004313878455334144,-0.03241335598662144,-0.010238030008528375,-0.0006333664969974454,-0.004430248213866388,-0.006242913768322209,3.587461599558591e-05,-0.00459560674450185,-0.00471066091363635,0.17189715450417348,0.015870065204702466,-0.23182466246616504,0.02491836148329211,-0.009146008537821685,-0.029913138718281065,0.06534454169336529,-0.00832566095945605,-0.0340944256687204,-0.005356293856200851,0.009034212441544884,-0.0038034470463525704,0.004613553081081475,-0.020756182585779395,0.020602486203517317,-0.01233551492020986,-0.08638215237545466,-0.17990975502647696,0.0093677009610112,0.029681376336530646,0.050807633612498744,0.08122572015242888,0.0037765337983758887,-0.027027875174536642,-0.10706261113370233,-0.02285603022510366,0.0007835583960969997,0.00585932995543583,-0.012630497856571664,0.06038491573567426,-0.00934800633269386,0.10991880182618875,0.039276471189168466,-0.04037694229767259,0.045329454209140696,-0.027027875174536642,-0.06098946096173066,-0.02285603022510366,-0.012630497856571664,0.06038491573567426,0.10991880182618875,0.00317364166750721,0.039276471189168466,0.045329454209140696,-0.0032793493066187287,-0.17373305386690993,0.00637616573913149,-0.030881852063609463,0.003922376111046669
h1_diasbp_noninvasive_min,-0.09646009689666585,0.000643039721985448,-0.20614527318151785,0.03945837815429459,-0.07256516349616422,0.02125744295352947,-0.036894707668047075,-0.16419777511151676,-0.21296821166464258,-0.016708363545736047,0.07978417458027162,0.07791639854256238,-0.022087959803983544,0.08938574858141637,0.058009663313697626,-0.12754935447355428,0.26864355728166295,0.06564464366880814,0.05238825163879256,-0.14164707184615005,0.3308857927549939,0.40159096325823995,0.3889240006088099,0.4503889526759673,0.02859019548772589,0.06341917158696435,0.3225833758923259,0.36221650152940754,0.40305938297030014,0.4209855924050978,-0.011709171818300612,0.10914314136541622,0.05566691403994292,0.11436723409463875,0.2766871479402251,0.29629389496579217,0.36699006036566456,0.3650636138583134,0.0471455243271633,0.06444260033359614,0.6851739552359059,0.8732057263236532,0.8331784036003166,1.0,0.2730261853661663,0.30924382604676554,0.5780885255382112,0.7218299551075048,0.7502044442401403,0.8506528987510595,0.19658664068194637,0.25770203731405994,0.3441357262980837,0.3531663057346718,0.5683833416487489,0.6915497747468202,0.7814338337173689,0.8633463822041275,-0.04454418406686901,0.010264816294022533,-0.09462666451264701,-0.05690366882445989,-0.020210412189572362,-0.020231861482663635,0.012685196113609156,-0.01930089819593413,-0.04703582910445689,-0.021031335106116187,-0.0030075197694252173,-0.00876731377306413,-0.007293952019615325,0.0021054133005878393,-0.06909295380177594,-0.0035552976434838545,0.16071888694904385,-0.0031477306923166993,-0.20386293659476357,0.031201120883277707,-0.005584593361869883,-0.019732230541012783,0.08466017965786725,-0.0033383918371806777,-0.07181560230032166,0.009074721588323809,0.0018673250239753646,0.024112918519998753,0.0011902704194262587,-0.05155096561367068,0.05150930944145126,-0.0050835450930258475,-0.09814862117155045,-0.16322399512226682,0.010136117869404548,0.030772563421302954,0.04334033246643395,0.06188351930317547,0.02889685440303151,-0.020147332376548647,-0.09074318090824929,-0.021608875192719958,0.0007923891345822661,0.008177588301003798,-0.01211112106515963,0.08092217210079553,-0.00855306736556438,0.11128568980549633,0.034109193399882484,-0.07412714419630613,0.03355828570993527,-0.020147332376548647,-0.07553706630365052,-0.021608875192719958,-0.01211112106515963,0.08092217210079553,0.11128568980549633,0.004004537535685624,0.034109193399882484,0.03355828570993527,0.0035851000450725537,-0.15741706787010518,0.011574659554741951,-0.026466369233214385,-0.0030628115116776884
